"Subscriber_ID","recency","frequency","monetary","r_score","f_score","m_score","total_score","segment"
SUB1536,486,1,1282.7,1,1,1,3,Lost
SUB1496,485,1,4507.02,1,1,2,4,Hibernation
SUB3890,482,3,709022.73,1,3,4,8,At risk
SUB4447,482,2,8857.66,1,2,3,6,At risk
SUB2048,482,3,5547.96,1,3,2,6,At risk
SUB2547,482,1,2163.56,1,1,1,3,Lost
SUB2093,480,1,599.94,1,1,1,3,Lost
SUB3785,480,3,1645.71,1,3,1,5,Hibernation
SUB3543,479,1,23635.19,1,1,4,6,At risk
SUB1064,479,2,4080.47,1,2,2,5,Hibernation
SUB3127,478,2,2528.81,1,2,1,4,Hibernation
SUB2233,478,2,3938.34,1,2,2,5,Hibernation
SUB3386,478,3,12000.38,1,3,3,7,At risk
SUB1134,477,2,8008.73,1,2,2,5,Hibernation
SUB1545,477,2,7719.46,1,2,2,5,Hibernation
SUB2507,477,2,16409.67,1,2,4,7,At risk
SUB4455,477,3,5993.61,1,3,2,6,At risk
SUB3095,477,2,6606.83,1,2,2,5,Hibernation
SUB3432,476,1,359.45,1,1,1,3,Lost
SUB3921,475,2,1660.83,1,2,1,4,Hibernation
SUB4902,474,3,4457.5,1,3,2,6,At risk
SUB2578,474,3,6088.87,1,3,2,6,At risk
SUB3613,473,1,4571.1,1,1,2,4,Hibernation
SUB4449,472,1,15635.67,1,1,3,5,Hibernation
SUB2138,472,4,19549.72,1,4,4,9,Loyal
SUB2583,472,1,6049.64,1,1,2,4,Hibernation
SUB3680,472,3,12198.01,1,3,3,7,At risk
SUB3903,471,1,4050.24,1,1,2,4,Hibernation
SUB2397,471,2,3099.18,1,2,1,4,Hibernation
SUB2944,471,1,4953.85,1,1,2,4,Hibernation
SUB1127,471,1,29.55,1,1,1,3,Lost
SUB4895,470,1,1215.8,1,1,1,3,Lost
SUB4430,469,1,3114.0,1,1,1,3,Lost
SUB2004,469,2,6396.34,1,2,2,5,Hibernation
SUB3331,469,2,4323.4,1,2,2,5,Hibernation
SUB1181,468,1,10688.16,1,1,3,5,Hibernation
SUB2379,468,2,3025.94,1,2,1,4,Hibernation
SUB2634,467,1,11519.98,1,1,3,5,Hibernation
SUB3839,467,3,11896.23,1,3,3,7,At risk
SUB1969,466,2,18784.62,1,3,4,8,At risk
SUB4336,464,1,164.25,1,1,1,3,Lost
SUB4824,462,2,5015.63,1,2,2,5,Hibernation
SUB2081,462,1,2435.42,1,1,1,3,Lost
SUB3860,462,1,6281.02,1,1,2,4,Hibernation
SUB1761,461,1,3876.0,1,1,2,4,Hibernation
SUB2975,459,1,1960.82,1,1,1,3,Lost
SUB2432,459,3,7714.35,1,3,2,6,At risk
SUB3103,458,1,570.63,1,1,1,3,Lost
SUB3302,458,1,1150.13,1,1,1,3,Lost
SUB4685,458,1,2568.41,1,1,1,3,Lost
SUB1356,458,1,985.25,1,1,1,3,Lost
SUB3836,457,2,8047.68,1,2,2,5,Hibernation
SUB4549,457,1,71.37,1,1,1,3,Lost
SUB4283,457,2,8792.0,1,2,3,6,At risk
SUB3101,456,2,211673.37,1,3,4,8,At risk
SUB4731,455,1,172.3,1,1,1,3,Lost
SUB1130,455,2,3317.06,1,2,1,4,Hibernation
SUB2474,454,1,10402.73,1,1,3,5,Hibernation
SUB4386,454,1,377.53,1,1,1,3,Lost
SUB2207,453,2,138.65,1,1,1,3,Lost
SUB4114,453,1,873.8,1,1,1,3,Lost
SUB2117,451,1,2363.03,1,1,1,3,Lost
SUB2263,451,1,2135.36,1,1,1,3,Lost
SUB3141,450,1,4920.85,1,1,2,4,Hibernation
SUB1716,450,1,7462.2,1,1,2,4,Hibernation
SUB2872,449,2,4806.21,1,2,2,5,Hibernation
SUB1558,449,1,1216.42,1,1,1,3,Lost
SUB4331,449,1,6925.52,1,1,2,4,Hibernation
SUB1828,448,1,3683.1,1,1,2,4,Hibernation
SUB2905,448,2,3348.92,1,2,1,4,Hibernation
SUB2437,448,1,1687039.88,1,1,4,6,At risk
SUB4347,447,1,3473.17,1,1,2,4,Hibernation
SUB2168,447,2,927.6,1,2,1,4,Hibernation
SUB3913,447,1,554.1,1,1,1,3,Lost
SUB2010,446,1,14705.17,1,1,3,5,Hibernation
SUB2466,446,3,12141.37,1,3,3,7,At risk
SUB2402,446,3,13604.01,1,3,3,7,At risk
SUB3335,446,4,3039.08,1,4,1,6,At risk
SUB4894,445,2,14279.54,1,2,3,6,At risk
SUB2436,445,2,15156.7,1,2,3,6,At risk
SUB4615,444,2,4156.92,1,2,2,5,Hibernation
SUB1751,444,1,3298.32,1,1,1,3,Lost
SUB3946,443,4,9226.0,1,4,3,8,At risk
SUB1795,442,1,513066.4,1,1,4,6,At risk
SUB3445,442,3,12480.59,1,3,3,7,At risk
SUB4424,441,1,12183.6,1,1,3,5,Hibernation
SUB2314,441,2,9709.78,1,2,3,6,At risk
SUB3922,440,4,9510.02,1,4,3,8,At risk
SUB3927,439,1,80.11,1,1,1,3,Lost
SUB4355,439,2,7374.31,1,2,2,5,Hibernation
SUB1092,439,2,30294.07,1,3,4,8,At risk
SUB4931,437,2,1285.48,1,2,1,4,Hibernation
SUB1491,437,1,3132.67,1,1,1,3,Lost
SUB4436,436,2,14437.33,1,2,3,6,At risk
SUB2303,436,3,12156.86,1,3,3,7,At risk
SUB2511,435,2,3252.04,1,2,1,4,Hibernation
SUB3885,434,2,8031.05,1,2,2,5,Hibernation
SUB2288,434,2,43614.66,1,3,4,8,At risk
SUB4778,433,3,3470.76,1,3,2,6,At risk
SUB4499,433,1,7544.18,1,1,2,4,Hibernation
SUB4654,433,1,117.61,1,1,1,3,Lost
SUB1189,433,1,1767.38,1,1,1,3,Lost
SUB4914,433,1,7454.52,1,1,2,4,Hibernation
SUB1974,432,2,2557.05,1,2,1,4,Hibernation
SUB3553,431,3,20877.61,1,3,4,8,At risk
SUB2163,431,3,6054.68,1,3,2,6,At risk
SUB2292,430,1,637.72,1,1,1,3,Lost
SUB1877,430,5,78877.38,1,4,4,9,Loyal
SUB1782,430,2,12878.61,1,2,3,6,At risk
SUB1781,430,1,468.0,1,1,1,3,Lost
SUB3096,429,2,18344.87,1,3,4,8,At risk
SUB2542,429,2,16983.97,1,3,4,8,At risk
SUB2648,429,2,3116.71,1,2,1,4,Hibernation
SUB4568,429,2,9336.6,1,2,3,6,At risk
SUB1906,428,3,12904.03,1,3,3,7,At risk
SUB2431,428,2,6929.84,1,2,2,5,Hibernation
SUB1437,427,3,13570.05,1,3,3,7,At risk
SUB1162,426,1,2465.48,1,1,1,3,Lost
SUB2935,426,1,310.75,1,1,1,3,Lost
SUB2401,426,2,4155.11,1,2,2,5,Hibernation
SUB2820,426,2,1796.74,1,2,1,4,Hibernation
SUB2566,426,3,6637.89,1,3,2,6,At risk
SUB1186,424,1,1170.13,1,1,1,3,Lost
SUB4612,424,1,5714.74,1,1,2,4,Hibernation
SUB1997,424,4,12138.72,1,4,3,8,At risk
SUB4058,424,4,16472.27,1,4,4,9,Loyal
SUB1364,424,1,1372978.28,1,1,4,6,At risk
SUB3965,424,2,15004.41,1,2,3,6,At risk
SUB4085,423,6,21447.86,1,4,4,9,Loyal
SUB3275,423,3,20004.13,1,3,4,8,At risk
SUB2155,423,1,1472.4,1,1,1,3,Lost
SUB4620,423,1,3743.14,1,1,2,4,Hibernation
SUB4072,422,1,11635.26,1,1,3,5,Hibernation
SUB1917,421,2,8231.57,1,2,2,5,Hibernation
SUB3387,421,2,11662.17,1,2,3,6,At risk
SUB3081,421,2,2323954.37,1,3,4,8,At risk
SUB4707,420,1,665.87,1,1,1,3,Lost
SUB3431,420,4,13033.19,1,4,3,8,At risk
SUB4063,420,1,4912.6,1,1,2,4,Hibernation
SUB2336,420,2,6669.4,1,2,2,5,Hibernation
SUB1896,420,3,8988.56,1,3,3,7,At risk
SUB1991,420,1,16188.08,1,1,4,6,At risk
SUB1756,419,2,2412.57,1,2,1,4,Hibernation
SUB4342,419,3,493606.09,1,4,4,9,Loyal
SUB1743,419,4,20600.62,1,4,4,9,Loyal
SUB1912,418,1,443.66,1,1,1,3,Lost
SUB1565,417,2,7785.1,1,2,2,5,Hibernation
SUB1175,417,2,6654.17,1,2,2,5,Hibernation
SUB4479,417,3,25498.36,1,3,4,8,At risk
SUB3735,417,2,3644.9,1,2,2,5,Hibernation
SUB2985,417,3,21585.95,1,3,4,8,At risk
SUB1547,417,2,863.0,1,2,1,4,Hibernation
SUB4753,416,3,18764.31,1,3,4,8,At risk
SUB2174,416,2,761.17,1,2,1,4,Hibernation
SUB4527,416,4,35458.06,1,4,4,9,Loyal
SUB1325,415,2,7561.16,1,2,2,5,Hibernation
SUB1278,415,1,9500.64,1,1,3,5,Hibernation
SUB3308,415,2,2657.02,1,2,1,4,Hibernation
SUB2485,414,1,159.61,1,1,1,3,Lost
SUB1170,414,2,2480.4,1,2,1,4,Hibernation
SUB2246,413,3,2394.03,1,3,1,5,Hibernation
SUB4463,413,2,454.83,1,2,1,4,Hibernation
SUB2383,412,1,4576.72,1,1,2,4,Hibernation
SUB3472,412,2,962.25,1,2,1,4,Hibernation
SUB4558,412,2,6115.35,1,2,2,5,Hibernation
SUB2918,411,1,2184.22,1,1,1,3,Lost
SUB1885,410,2,8991.54,1,2,3,6,At risk
SUB3569,410,2,4617.2,1,2,2,5,Hibernation
SUB3759,410,1,676.34,1,1,1,3,Lost
SUB3483,409,1,5244.38,1,1,2,4,Hibernation
SUB4977,409,1,84.66,1,1,1,3,Lost
SUB3283,408,1,105.17,1,1,1,3,Lost
SUB2753,408,3,11068.82,1,3,3,7,At risk
SUB1710,408,3,1240446.56,1,3,4,8,At risk
SUB3063,408,3,16975.31,1,4,4,9,Loyal
SUB1863,408,2,873884.61,1,3,4,8,At risk
SUB3716,407,1,10894.51,1,1,3,5,Hibernation
SUB1035,406,5,6856.21,1,4,2,7,At risk
SUB4418,406,2,8670.77,1,2,3,6,At risk
SUB3452,406,2,4674.73,1,2,2,5,Hibernation
SUB3833,406,1,877.4,1,1,1,3,Lost
SUB3411,406,3,14266.46,1,3,3,7,At risk
SUB2766,406,1,7777.3,1,1,2,4,Hibernation
SUB4371,405,2,3566.61,1,2,2,5,Hibernation
SUB1726,404,3,24322.52,1,3,4,8,At risk
SUB3852,404,3,8256.42,1,3,2,6,At risk
SUB4617,404,3,8424.38,1,3,2,6,At risk
SUB4766,404,2,1039593.92,1,3,4,8,At risk
SUB4142,403,1,2800.16,1,1,1,3,Lost
SUB1226,403,1,8324.36,1,1,2,4,Hibernation
SUB2649,403,4,21144.46,1,4,4,9,Loyal
SUB2377,403,3,10689.72,1,3,3,7,At risk
SUB1794,402,5,10850.03,1,4,3,8,At risk
SUB1000,402,3,20329.39,1,3,4,8,At risk
SUB4152,401,1,2803.78,1,1,1,3,Lost
SUB2732,401,3,13751.64,1,3,3,7,At risk
SUB3077,401,2,2135.85,1,2,1,4,Hibernation
SUB3121,401,1,2233.55,1,1,1,3,Lost
SUB1556,400,1,1512.14,1,1,1,3,Lost
SUB4962,400,5,22798.62,1,4,4,9,Loyal
SUB1409,399,2,1281.74,1,2,1,4,Hibernation
SUB1559,399,2,1877.83,1,2,1,4,Hibernation
SUB4305,398,1,1856.22,1,1,1,3,Lost
SUB2403,398,4,21029.53,1,4,4,9,Loyal
SUB3594,397,1,3272.96,1,1,1,3,Lost
SUB2906,397,2,101944.31,1,3,4,8,At risk
SUB3100,397,3,3741.95,1,4,2,7,At risk
SUB1005,397,1,2953.86,1,1,1,3,Lost
SUB1515,397,3,14952.93,1,3,3,7,At risk
SUB2152,396,2,8325.96,1,2,2,5,Hibernation
SUB1653,396,1,539.92,1,1,1,3,Lost
SUB2656,395,1,2279.12,1,1,1,3,Lost
SUB4385,395,1,136.79,1,1,1,3,Lost
SUB3847,395,1,229.27,1,1,1,3,Lost
SUB4244,395,1,13861.6,1,1,3,5,Hibernation
SUB3536,394,1,740.36,1,1,1,3,Lost
SUB1062,394,2,4254.24,1,2,2,5,Hibernation
SUB1537,394,1,1128.83,1,1,1,3,Lost
SUB4060,394,1,5763.07,1,1,2,4,Hibernation
SUB4024,393,2,201.78,1,1,1,3,Lost
SUB4937,393,2,10640.17,1,2,3,6,At risk
SUB4408,392,3,2371.06,1,3,1,5,Hibernation
SUB3683,391,3,15903.68,1,3,3,7,At risk
SUB1282,390,1,1514.58,1,1,1,3,Lost
SUB3165,390,2,535226.96,1,3,4,8,At risk
SUB3142,389,2,11475.22,1,2,3,6,At risk
SUB1018,389,2,11479.54,1,2,3,6,At risk
SUB2531,389,2,14840.2,1,2,3,6,At risk
SUB2198,388,3,19782.78,1,3,4,8,At risk
SUB4254,388,1,1602.16,1,1,1,3,Lost
SUB3743,388,5,30793.82,1,4,4,9,Loyal
SUB4628,388,2,4567.13,1,2,2,5,Hibernation
SUB1512,387,1,343.94,1,1,1,3,Lost
SUB1580,387,1,1093.82,1,1,1,3,Lost
SUB2404,387,2,10283.59,1,2,3,6,At risk
SUB4429,386,1,597143.2,1,1,4,6,At risk
SUB1145,386,1,6636.84,1,1,2,4,Hibernation
SUB3817,386,2,7248.33,1,2,2,5,Hibernation
SUB1367,386,1,894.12,1,1,1,3,Lost
SUB3853,384,1,899.68,1,1,1,3,Lost
SUB3323,384,6,14635.19,1,4,3,8,At risk
SUB1510,384,3,3324.08,1,3,1,5,Hibernation
SUB1477,383,2,1887.74,1,2,1,4,Hibernation
SUB2883,383,2,8765.42,1,2,3,6,At risk
SUB2489,383,1,48.34,1,1,1,3,Lost
SUB3252,383,1,9676.13,1,1,3,5,Hibernation
SUB1014,382,2,10395.95,1,2,3,6,At risk
SUB3710,382,2,3438.71,1,2,2,5,Hibernation
SUB4716,379,1,5465.77,1,1,2,4,Hibernation
SUB3161,379,2,8542.62,1,2,3,6,At risk
SUB3995,379,3,11074.91,1,3,3,7,At risk
SUB3745,378,1,4710.62,1,1,2,4,Hibernation
SUB3753,378,3,30969.62,1,3,4,8,At risk
SUB3803,377,2,646.61,1,2,1,4,Hibernation
SUB2801,377,2,17887.41,1,3,4,8,At risk
SUB1678,377,1,1722967.64,1,1,4,6,At risk
SUB3126,376,1,2809.46,1,1,1,3,Lost
SUB4765,376,3,22960.44,1,3,4,8,At risk
SUB4379,375,2,7553.23,1,2,2,5,Hibernation
SUB1275,375,1,6010.07,1,1,2,4,Hibernation
SUB1017,374,6,14971.45,1,4,3,8,At risk
SUB1584,374,2,8966.96,1,2,3,6,At risk
SUB4480,372,1,710.09,1,1,1,3,Lost
SUB4308,372,2,21697.58,1,3,4,8,At risk
SUB4552,372,2,3389.63,1,2,1,4,Hibernation
SUB2620,372,3,123597.79,1,3,4,8,At risk
SUB3620,371,1,791.42,1,1,1,3,Lost
SUB3373,370,2,443.2,1,2,1,4,Hibernation
SUB4251,370,1,1134.12,1,1,1,3,Lost
SUB2654,370,4,21545.63,1,4,4,9,Loyal
SUB1961,369,1,13617.0,1,1,3,5,Hibernation
SUB2253,369,3,19290.52,1,3,4,8,At risk
SUB4310,369,1,4168.12,1,1,2,4,Hibernation
SUB3642,369,1,1337.99,1,1,1,3,Lost
SUB1252,369,2,5647.83,1,2,2,5,Hibernation
SUB4792,369,1,860.73,1,1,1,3,Lost
SUB1760,368,3,25052.71,1,3,4,8,At risk
SUB4290,368,2,840670.75,1,3,4,8,At risk
SUB3692,368,1,2815.84,1,1,1,3,Lost
SUB3065,367,2,8376.12,1,2,2,5,Hibernation
SUB4964,367,4,2804.6,1,4,1,6,At risk
SUB1316,367,5,12822.64,1,4,3,8,At risk
SUB4578,366,2,2953.76,1,2,1,4,Hibernation
SUB3485,366,2,5281.07,1,2,2,5,Hibernation
SUB3156,365,4,5644.48,1,4,2,7,At risk
SUB4929,365,4,16834.96,1,4,4,9,Loyal
SUB3085,365,2,373.24,1,2,1,4,Hibernation
SUB4360,365,1,2349.55,1,1,1,3,Lost
SUB1434,365,2,6894.48,1,2,2,5,Hibernation
SUB4720,365,1,3882.6,1,1,2,4,Hibernation
SUB2446,365,2,1728.83,1,2,1,4,Hibernation
SUB1493,365,4,39262.34,1,4,4,9,Loyal
SUB2056,365,2,2731.62,1,2,1,4,Hibernation
SUB3587,365,1,15954.67,1,1,3,5,Hibernation
SUB4045,364,1,2811.05,1,1,1,3,Lost
SUB2315,364,4,17222.3,1,4,4,9,Loyal
SUB3684,364,2,1393.97,1,2,1,4,Hibernation
SUB4950,364,1,2142.93,1,1,1,3,Lost
SUB4132,364,2,15083.46,1,2,3,6,At risk
SUB3029,363,3,16357.55,1,4,4,9,Loyal
SUB2530,363,1,151.95,1,1,1,3,Lost
SUB3673,363,1,345.21,1,1,1,3,Lost
SUB2493,363,2,922.61,1,2,1,4,Hibernation
SUB3593,362,2,8192.26,1,2,2,5,Hibernation
SUB1058,362,1,221046.9,1,1,4,6,At risk
SUB2038,362,5,10298.48,1,4,3,8,At risk
SUB2028,362,1,14680.16,1,1,3,5,Hibernation
SUB4956,362,2,2012.92,1,2,1,4,Hibernation
SUB4245,361,1,1333.89,1,1,1,3,Lost
SUB3124,361,3,5747.43,1,3,2,6,At risk
SUB1978,361,1,1854.38,1,1,1,3,Lost
SUB2222,360,1,84.88,1,1,1,3,Lost
SUB2877,360,2,15397.99,1,2,3,6,At risk
SUB4818,360,2,14047.19,1,2,3,6,At risk
SUB4335,360,1,11770.92,1,1,3,5,Hibernation
SUB1747,359,1,705599.15,1,1,4,6,At risk
SUB2494,359,2,3544.42,1,2,2,5,Hibernation
SUB1573,359,2,20996.24,1,3,4,8,At risk
SUB2794,359,2,390.65,1,2,1,4,Hibernation
SUB4236,359,1,1683.82,1,1,1,3,Lost
SUB3115,359,3,2305987.46,1,3,4,8,At risk
SUB2913,358,2,1875.68,1,2,1,4,Hibernation
SUB4582,358,2,11418.14,1,2,3,6,At risk
SUB4494,358,1,1291690.85,1,1,4,6,At risk
SUB3059,358,1,1221.41,1,1,1,3,Lost
SUB2894,358,3,493241.72,1,4,4,9,Loyal
SUB2369,358,1,766.37,1,1,1,3,Lost
SUB2268,357,1,7159.24,1,1,2,4,Hibernation
SUB1102,357,4,17324.63,1,4,4,9,Loyal
SUB2267,357,2,8596.52,1,2,3,6,At risk
SUB3764,357,2,7722.64,1,2,2,5,Hibernation
SUB1472,357,1,426.98,1,1,1,3,Lost
SUB4471,357,1,456.8,1,1,1,3,Lost
SUB1903,357,3,15233.74,1,3,3,7,At risk
SUB1271,357,1,12393.0,1,1,3,5,Hibernation
SUB3886,357,3,15823.22,1,3,3,7,At risk
SUB3243,357,1,638.76,1,1,1,3,Lost
SUB1876,357,2,3565.58,1,2,2,5,Hibernation
SUB3090,357,2,3525.15,1,2,2,5,Hibernation
SUB2325,357,2,3112.28,1,2,1,4,Hibernation
SUB1659,357,2,3023.05,1,2,1,4,Hibernation
SUB2351,356,2,683.95,1,2,1,4,Hibernation
SUB3690,356,1,942.66,1,1,1,3,Lost
SUB4411,356,4,8260.88,1,4,2,7,At risk
SUB4729,356,2,804.7,1,2,1,4,Hibernation
SUB2565,356,3,8349.36,1,3,2,6,At risk
SUB4405,356,3,4292.91,1,3,2,6,At risk
SUB1968,356,4,7965.1,1,4,2,7,At risk
SUB4023,356,2,14003.6,1,2,3,6,At risk
SUB4189,356,4,17065.05,1,4,4,9,Loyal
SUB2799,355,1,4823.52,1,1,2,4,Hibernation
SUB1281,355,1,2709.3,1,1,1,3,Lost
SUB4484,355,2,1441.2,1,2,1,4,Hibernation
SUB3634,355,2,5761.65,1,2,2,5,Hibernation
SUB3404,355,3,2368.55,1,3,1,5,Hibernation
SUB2334,355,2,6059.22,1,2,2,5,Hibernation
SUB1051,355,2,7931.18,1,2,2,5,Hibernation
SUB2760,355,2,6521.12,1,2,2,5,Hibernation
SUB3949,354,1,4838.53,1,1,2,4,Hibernation
SUB1110,354,2,2614.16,1,2,1,4,Hibernation
SUB2118,354,1,3024.55,1,1,1,3,Lost
SUB4777,354,3,18742.17,1,3,4,8,At risk
SUB1103,354,1,12397.78,1,1,3,5,Hibernation
SUB1932,353,1,13455.36,1,1,3,5,Hibernation
SUB2281,353,1,4917.78,1,1,2,4,Hibernation
SUB1809,353,2,1135.34,1,2,1,4,Hibernation
SUB3194,352,3,13785.91,1,3,3,7,At risk
SUB4848,352,1,3703.36,1,1,2,4,Hibernation
SUB1799,352,2,333729.34,1,3,4,8,At risk
SUB1379,352,3,23733.33,1,4,4,9,Loyal
SUB4953,352,2,10259.31,1,2,3,6,At risk
SUB4126,352,1,573.23,1,1,1,3,Lost
SUB1784,352,2,10864.07,1,2,3,6,At risk
SUB3808,351,2,178.73,1,1,1,3,Lost
SUB2658,351,2,6093.78,1,2,2,5,Hibernation
SUB1390,351,2,16203.4,1,2,4,7,At risk
SUB4425,351,2,3172.7,1,2,1,4,Hibernation
SUB4082,351,2,1659.49,1,2,1,4,Hibernation
SUB3118,351,2,1617.17,1,2,1,4,Hibernation
SUB1340,350,2,6951.47,1,2,2,5,Hibernation
SUB1736,350,2,16528.2,1,2,4,7,At risk
SUB2508,350,1,4051.52,1,1,2,4,Hibernation
SUB4669,349,2,11558.06,1,2,3,6,At risk
SUB4127,349,3,10933.09,1,4,3,8,At risk
SUB4375,349,2,24349.17,1,3,4,8,At risk
SUB4361,349,3,11866.95,1,3,3,7,At risk
SUB4304,349,4,22064.53,1,4,4,9,Loyal
SUB2876,349,5,22112.17,1,4,4,9,Loyal
SUB2376,349,1,50.59,1,1,1,3,Lost
SUB3565,348,3,5469.67,1,3,2,6,At risk
SUB4320,348,2,3234.49,1,2,1,4,Hibernation
SUB4723,348,2,7655.61,1,2,2,5,Hibernation
SUB3674,348,1,265.3,1,1,1,3,Lost
SUB4445,348,2,6084.17,1,2,2,5,Hibernation
SUB3504,348,4,1096153.56,1,4,4,9,Loyal
SUB1195,348,1,3403.98,1,1,2,4,Hibernation
SUB3391,348,1,675.17,1,1,1,3,Lost
SUB1938,348,5,21049.38,1,4,4,9,Loyal
SUB4940,347,2,2703.63,1,2,1,4,Hibernation
SUB1989,347,3,3854.66,1,3,2,6,At risk
SUB4291,347,2,12121.09,1,2,3,6,At risk
SUB3382,347,2,4272.9,1,2,2,5,Hibernation
SUB3772,347,2,16552.7,2,2,4,8,At risk
SUB3819,347,1,413365.08,2,1,4,7,At risk
SUB4265,347,4,16521.39,2,4,4,10,Loyal
SUB1718,346,1,512.75,2,1,1,4,Hibernation
SUB4640,346,5,7211.6,2,4,2,8,At risk
SUB3558,346,1,5753.89,2,1,2,5,Hibernation
SUB1654,346,2,3267.48,2,2,1,5,Hibernation
SUB3245,346,2,8666.36,2,2,3,7,At risk
SUB4388,346,4,8063.44,2,4,2,8,At risk
SUB3538,346,2,10746.0,2,2,3,7,At risk
SUB1534,346,2,2469.04,2,2,1,5,Hibernation
SUB3298,346,2,8755.51,2,2,3,7,At risk
SUB2869,345,3,2337.01,2,3,1,6,At risk
SUB2957,345,5,24040.73,2,4,4,10,Loyal
SUB2054,345,3,4736.44,2,4,2,8,At risk
SUB2192,345,1,435.17,2,1,1,4,Hibernation
SUB2853,345,2,3023.65,2,2,1,5,Hibernation
SUB3912,345,3,10951.54,2,4,3,9,Loyal
SUB1206,345,3,1374.52,2,3,1,6,At risk
SUB1943,345,3,12189.16,2,3,3,8,At risk
SUB4103,345,1,2888.32,2,1,1,4,Hibernation
SUB1179,345,3,11865.41,2,3,3,8,At risk
SUB1455,344,3,2320.33,2,3,1,6,At risk
SUB2132,344,2,1875.52,2,2,1,5,Hibernation
SUB3398,344,2,3443.76,2,2,2,6,At risk
SUB4169,344,2,9679.95,2,2,3,7,At risk
SUB1397,343,3,16973.29,2,4,4,10,Loyal
SUB4190,343,2,8156.49,2,2,2,6,At risk
SUB3446,343,2,15545.08,2,2,3,7,At risk
SUB3188,343,1,4918.22,2,1,2,5,Hibernation
SUB3788,343,5,634191.45,2,4,4,10,Loyal
SUB2712,343,2,443439.36,2,3,4,9,Loyal
SUB2100,343,3,4724.57,2,4,2,8,At risk
SUB2798,342,5,27349.64,2,4,4,10,Loyal
SUB1540,342,3,173496.61,2,3,4,9,Loyal
SUB1829,342,2,14394.97,2,2,3,7,At risk
SUB1602,342,3,13352.8,2,3,3,8,At risk
SUB4921,342,1,14198.13,2,1,3,6,At risk
SUB3602,342,3,7245.54,2,4,2,8,At risk
SUB2280,342,1,5569.74,2,1,2,5,Hibernation
SUB3529,342,4,13668.5,2,4,3,9,Loyal
SUB2683,341,3,12477.78,2,3,3,8,At risk
SUB1826,341,3,15782.52,2,3,3,8,At risk
SUB1694,341,2,11701.51,2,2,3,7,At risk
SUB4507,341,4,6601.42,2,4,2,8,At risk
SUB1983,341,3,6727.01,2,3,2,7,At risk
SUB3709,341,1,8967.47,2,1,3,6,At risk
SUB4271,340,3,14791.01,2,3,3,8,At risk
SUB2053,340,1,2083.5,2,1,1,4,Hibernation
SUB2092,340,1,6966.4,2,1,2,5,Hibernation
SUB4166,340,2,4286.38,2,2,2,6,At risk
SUB2319,340,1,2353.78,2,1,1,4,Hibernation
SUB2796,340,2,1289.02,2,2,1,5,Hibernation
SUB4896,340,1,881.35,2,1,1,4,Hibernation
SUB2830,339,1,1468.91,2,1,1,4,Hibernation
SUB3206,339,3,12963.8,2,3,3,8,At risk
SUB3736,338,2,973.76,2,2,1,5,Hibernation
SUB4369,338,1,7219.18,2,1,2,5,Hibernation
SUB4802,338,1,743.36,2,1,1,4,Hibernation
SUB4882,338,3,8088.78,2,3,2,7,At risk
SUB4267,337,2,20244.81,2,3,4,9,Loyal
SUB4784,337,3,7432.47,2,3,2,7,At risk
SUB2903,337,1,2053.71,2,1,1,4,Hibernation
SUB4589,337,1,26.64,2,1,1,4,Hibernation
SUB3453,337,1,10464.48,2,1,3,6,At risk
SUB4542,337,1,6192.4,2,1,2,5,Hibernation
SUB1084,337,3,13537.4,2,3,3,8,At risk
SUB4868,336,3,12435.79,2,3,3,8,At risk
SUB1797,336,1,46.64,2,1,1,4,Hibernation
SUB2245,336,2,2353.22,2,2,1,5,Hibernation
SUB3630,336,2,8781.17,2,2,3,7,At risk
SUB4143,335,4,13830.43,2,4,3,9,Loyal
SUB3191,335,1,8766.94,2,1,3,6,At risk
SUB2715,335,3,6952.09,2,3,2,7,At risk
SUB4150,335,1,10440.64,2,1,3,6,At risk
SUB4604,335,2,14729.84,2,2,3,7,At risk
SUB4565,335,1,2938.56,2,1,1,4,Hibernation
SUB2865,335,3,10732.22,2,3,3,8,At risk
SUB1768,334,1,4861.08,2,1,2,5,Hibernation
SUB2304,334,4,19327.11,2,4,4,10,Loyal
SUB1221,334,1,286.15,2,1,1,4,Hibernation
SUB1115,334,2,1247.68,2,2,1,5,Hibernation
SUB3413,334,3,11802.3,2,3,3,8,At risk
SUB4841,334,3,562299.06,2,4,4,10,Loyal
SUB4829,333,2,7843.52,2,2,2,6,At risk
SUB4295,333,1,1655.16,2,1,1,4,Hibernation
SUB1955,333,1,7474.5,2,1,2,5,Hibernation
SUB3279,333,2,5438.46,2,2,2,6,At risk
SUB1635,333,2,3067181.76,2,3,4,9,Loyal
SUB2633,333,3,12871.75,2,3,3,8,At risk
SUB3702,333,1,31.14,2,1,1,4,Hibernation
SUB1476,332,1,12345.26,2,1,3,6,At risk
SUB1666,332,1,1814.34,2,1,1,4,Hibernation
SUB3868,332,3,25379.97,2,3,4,9,Loyal
SUB2716,331,5,2089720.67,2,4,4,10,Loyal
SUB2251,331,3,609946.41,2,3,4,9,Loyal
SUB4541,331,2,6664.56,2,2,2,6,At risk
SUB1800,331,2,7972.39,2,2,2,6,At risk
SUB4816,331,2,4321.49,2,2,2,6,At risk
SUB1433,330,1,3983.85,2,1,2,5,Hibernation
SUB4945,330,1,10582.81,2,1,3,6,At risk
