"Txn_ID","Subscriber_ID","Activation_Date","City","Province","Package_Type","Package_Name","Usage_GB","Package_Price","Discount_Pct","Recharge_Amount","Network_Cost","Channel","Payment_Method","Tenure_Days","NPS_Score","Target_ARPU","Profit","Segmen_NPS","ARPU_Gap","ARPU_Category"
TEL-000447,SUB4090,2024-07-22 00:00:00.000,Yogyakarta,DIY,Data,Package_23,9,27.95,0.0,251.55,161.22,Dealer,Transfer,84,106,61701,90.33000000000001,Bagus Sekali,-61449.45,N
TEL-000621,Anon,2024-09-16 00:00:00.000,Yogyakarta,DIY,Data,Package_31,19,78.73,0.5,747.94,947.15,Online,Transfer,2,-20,157175,-199.20999999999992,Buruk,-156427.06,N
TEL-000622,SUB1729,2025-07-14 00:00:00.000,Yogyakarta,DIY,Combo,Package_31,7,307.06,0.05,2041.95,1907.6,Dealer,Ewallet,4,52,72500,134.35000000000014,Bagus,-70458.05,N
TEL-000623,SUB2538,2024-07-21 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_61,2,98.73,0.5,98.73,120.12,Online,Transfer,81,69,22192,-21.39,Bagus,-22093.27,N
TEL-000624,SUB4540,2023-12-21 00:00:00.000,Yogyakarta,DIY,Combo,Package_20,17,177.72,0.5,1510.62,1834.41,Online,Ewallet,37,57,183209,-323.7900000000002,Bagus,-181698.38,N
TEL-000625,SUB3313,2024-01-08 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_27,6,712.23,0.1,3846.04,4923.59,Online,Ewallet,49,95,50203,-1077.5500000000002,Bagus Sekali,-46356.96,N
TEL-000626,SUB1742,2025-03-08 00:00:00.000,Surabaya,Jawa Timur,Combo,Package_24,19,635.56,0.05,11471.86,11065.61,Retail,Cash,44,57,55735,406.25,Bagus,-44263.14,N
TEL-000627,SUB1051,2024-10-09 00:00:00.000,Surabaya,Jawa Timur,Data,Package_78,13,583.74,0.0,7588.62,9678.91,Dealer,Cash,45,56,37661,-2090.29,Bagus,-30072.38,N
TEL-000628,SUB2554,2025-06-02 00:00:00.000,Surabaya,Jawa Timur,Combo,Package_6,18,817.53,0.2,11772.43,9053.84,Online,Cash,16,-5,155936,2718.59,Buruk,-144163.57,N
TEL-000629,SUB1387,2025-08-21 00:00:00.000,Yogyakarta,DIY,Voice,Package_77,8,464.84,0.5,1859.36,1329.72,Dealer,Cash,56,90,73702,529.6399999999999,Bagus Sekali,-71842.64,N
TEL-000630,SUB2348,2025-03-02 00:00:00.000,Surabaya,Jawa Timur,Data,Package_16,4,841.42,0.15,2860.83,2288.15,Retail,Ewallet,62,3,104884,572.6799999999998,Buruk,-102023.17,N
TEL-000631,SUB4261,2025-01-08 00:00:00.000,Bandung,Jawa Barat,Voice,Package_35,10,592.78,0.0,5927.8,5817.65,Retail,Ewallet,4,-8,71598,110.15000000000055,Buruk,-65670.2,N
TEL-000632,SUB3485,2024-10-18 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_70,3,510.21,0.1,1377.57,719.27,Dealer,Transfer,49,45,75048,658.3,Bagus,-73670.43,N
TEL-000633,SUB3071,2025-09-15 00:00:00.000,Bandung,Jawa Barat,Data,Package_51,14,481.99,0.95,337.39,252.42,Dealer,Cash,24,50,76212,84.97,Bagus,-75874.61,N
TEL-000634,SUB2251,2024-06-23 00:00:00.000,Yogyakarta,DIY,Voice,Package_14,3,617.92,0.2,1483.01,1708.15,Online,Cash,70,51,141610,-225.1400000000001,Bagus,-140126.99,N
TEL-000635,SUB1555,2023-10-04 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_4,14,812.21,0.0,11370.94,11825.89,Dealer,Cash,49,94,159819,-454.9499999999989,Bagus Sekali,-148448.06,N
TEL-000636,SUB3795,2024-05-13 00:00:00.000,Surabaya,Jawa Timur,Data,Package_1,1,144.6,0.5,72.3,63.97,Dealer,Ewallet,42,77,69019,8.329999999999998,Bagus,-68946.7,N
TEL-000637,SUB2403,2024-11-29 00:00:00.000,Yogyakarta,DIY,Voice,Package_79,18,853.57,0.05,14596.05,17088.35,Online,Transfer,20,101,169966,-2492.2999999999993,Bagus Sekali,-155369.95,N
TEL-000638,SUB1938,2024-07-31 00:00:00.000,Jakarta,DKI Jakarta,Data,Package_66,16,256.43,0.5,2051.44,2639.02,Dealer,Cash,46,57,87032,-587.5799999999999,Bagus,-84980.56,N
TEL-000639,SUB3359,2025-05-02 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_61,4,476.08,0.1,1713.89,2176.36,Dealer,Cash,59,68,28270,-462.47,Bagus,-26556.11,N
TEL-000640,SUB3947,2025-10-08 00:00:00.000,Surabaya,Jawa Timur,Voice,Package_48,19,844.64,0.5,8024.08,6530.87,Dealer,Ewallet,20,12,169076,1493.21,Buruk,-161051.92,N
TEL-000641,SUB2530,2025-01-03 00:00:00.000,Bandung,Jawa Barat,Data,Package_52,4,759.73,0.95,151.95,192.59,Online,Ewallet,34,34,71319,-40.640000000000015,Buruk,-71167.05,N
TEL-000642,SUB4317,2024-02-03 00:00:00.000,Yogyakarta,DIY,Data,Package_94,1,499.89,0.95,24.99,16.38,Retail,Cash,8,71,129393,8.61,Bagus,-129368.01,N
TEL-000643,Anon,2024-07-19 00:00:00.000,Bandung,Jawa Barat,Data,Package_23,8,472.01,0.15,3209.67,3269.65,Dealer,Transfer,119,93,115465,-59.98000000000002,Bagus Sekali,-112255.33,N
TEL-000644,SUB3784,2024-03-29 00:00:00.000,Bandung,Jawa Barat,Voice,Package_9,5,985.67,0.75,1232.09,1439.61,Online,Cash,1,32,27587,-207.51999999999998,Buruk,-26354.91,N
TEL-000645,SUB3316,2024-05-07 00:00:00.000,Yogyakarta,DIY,Voice,Package_69,2,695.77,0.05,1321.96,1302.72,Dealer,Ewallet,87,-4,66878,19.24000000000001,Buruk,-65556.04,N
TEL-000646,SUB1739,2023-10-31 00:00:00.000,Surabaya,Jawa Timur,Data,Package_94,12,961.42,0.1,5076.41,2541.65,Dealer,Ewallet,34,37,84696,2534.7599999999998,Buruk,-79619.59,N
TEL-000647,SUB2178,2025-04-21 00:00:00.000,Bandung,Jawa Barat,Voice,Package_67,2,756.5,0.05,1437.35,1228.9,Dealer,Cash,56,6,42216,208.44999999999982,Buruk,-40778.65,N
TEL-000648,SUB2438,2024-07-27 00:00:00.000,Bandung,Jawa Barat,Combo,Package_59,8,616.7,0.95,246.68,194.78,Retail,Ewallet,74,5,79516,51.900000000000006,Buruk,-79269.32,N
TEL-000649,SUB4628,2024-12-09 00:00:00.000,Surabaya,Jawa Timur,Data,Package_23,8,236.75,0.1,1704.6,1611.36,Dealer,Cash,21,10,194725,93.24000000000001,Buruk,-193020.4,N
TEL-000650,SUB2203,2025-04-25 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_48,8,105.1,0.75,210.2,256.12,Dealer,Cash,113,27,66737,-45.920000000000016,Buruk,-66526.8,N
TEL-000651,SUB4121,2025-01-22 00:00:00.000,Jakarta,DKI Jakarta,Data,Package_6,4,502.22,0.0,2008.88,1381.18,Retail,Cash,83,78,164029,627.7,Bagus,-162020.12,N
TEL-000652,SUB1907,2024-05-21 00:00:00.000,Yogyakarta,DIY,Data,Package_56,4,503.98,0.5,1007.96,829.04,Retail,Cash,19,3,88446,178.92000000000007,Buruk,-87438.04,N
TEL-000653,SUB3006,2025-02-10 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_49,11,404.6,0.15,3783.01,2437.21,Online,Transfer,86,77,159337,1345.8000000000002,Bagus,-155553.99,N
TEL-000654,SUB2286,2025-02-16 00:00:00.000,Surabaya,Jawa Timur,Data,Package_4,17,327.64,0.0,5569.88,6587.24,Retail,Ewallet,63,-1,47342,-1017.3599999999997,Buruk,-41772.12,N
TEL-000655,SUB3391,2025-01-18 00:00:00.000,Yogyakarta,DIY,Voice,Package_91,16,843.96,0.95,675.17,717.54,Retail,Transfer,113,77,139337,-42.370000000000005,Bagus,-138661.83,N
TEL-000656,SUB1891,2025-01-19 00:00:00.000,Surabaya,Jawa Timur,Voice,Package_69,6,128.79,0.15,656.83,849.16,Online,Transfer,54,8,155962,-192.32999999999993,Buruk,-155305.17,N
TEL-000657,SUB3433,2024-10-09 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_99,5,420.49,0.5,1051.22,692.02,Online,Cash,16,13,74651,359.20000000000005,Buruk,-73599.78,N
TEL-000658,SUB2937,2024-04-27 00:00:00.000,Surabaya,Jawa Timur,Data,Package_97,2,490.13,0.15,833.22,628.21,Retail,Transfer,16,58,180158,205.01,Bagus,-179324.78,N
TEL-000659,SUB3595,2024-01-25 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_99,3,724.88,0.0,2174.64,2592.12,Online,Transfer,56,3,99091,-417.48,Buruk,-96916.36,N
TEL-000660,SUB3727,2024-01-07 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_41,5,555.04,0.0,2775.2,1615.72,Dealer,Cash,72,107,60010,1159.4799999999998,Bagus Sekali,-57234.8,N
TEL-000661,SUB3659,2025-05-10 00:00:00.000,Yogyakarta,DIY,Voice,Package_99,6,402.2,0.95,120.66,146.83,Dealer,Ewallet,95,114,193396,-26.170000000000016,Bagus Sekali,-193275.34,N
TEL-000662,SUB1451,2024-12-25 00:00:00.000,Surabaya,Jawa Timur,Voice,Package_82,20,656.55,0.0,13131.0,14572.71,Online,Ewallet,115,67,62930,-1441.7099999999991,Bagus,-49799.0,N
TEL-000663,SUB1471,2025-11-20 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_27,13,61.98,0.75,201.44,151.45,Dealer,Cash,43,-17,105617,49.99000000000001,Buruk,-105415.56,N
TEL-000664,SUB2349,2025-04-03 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_81,2,932.9,0.2,1492.64,1869.59,Dealer,Transfer,9,86,137265,-376.9499999999998,Bagus Sekali,-135772.36,N
TEL-000665,SUB3633,2024-02-01 00:00:00.000,Yogyakarta,DIY,Data,Package_45,4,116.16,0.2,371.71,284.36,Retail,Cash,95,48,158028,87.34999999999997,Bagus,-157656.29,N
TEL-000666,SUB2864,2025-03-29 00:00:00.000,Bandung,Jawa Barat,Combo,Package_44,13,780.97,0.95,507.63,570.24,Online,Cash,39,89,96231,-62.610000000000014,Bagus Sekali,-95723.37,N
TEL-000667,SUB1683,2023-12-04 00:00:00.000,Bandung,Jawa Barat,Data,Package_48,15,650.65,0.95,487.99,344.46,Dealer,Cash,85,14,154927,143.53000000000003,Buruk,-154439.01,N
TEL-000668,SUB1682,2025-05-27 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_9,19,171.12,0.2,2601.02,1745.32,Dealer,Cash,41,36,189554,855.7,Buruk,-186952.98,N
TEL-000669,SUB1853,2023-11-09 00:00:00.000,Jakarta,DKI Jakarta,Data,Package_50,17,996.22,0.05,16088.95,14628.14,Dealer,Ewallet,102,46,197879,1460.8100000000013,Bagus,-181790.05,N
TEL-000670,Anon,2024-11-23 00:00:00.000,Jakarta,DKI Jakarta,Data,Package_41,20,873.82,0.05,16602.58,21107.85,Online,Cash,73,79,62487,-4505.269999999997,Bagus,-45884.42,N
TEL-000671,SUB2372,2024-04-01 00:00:00.000,Yogyakarta,DIY,Voice,Package_27,1,81.51,0.2,65.21,54.1,Dealer,Transfer,34,62,74604,11.109999999999992,Bagus,-74538.79,N
TEL-000672,SUB1056,2025-01-24 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_9,12,128.42,0.75,385.26,345.68,Retail,Ewallet,49,86,187111,39.579999999999984,Bagus Sekali,-186725.74,N
TEL-000673,SUB3892,2024-03-01 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_94,16,889.62,0.15,12098.83,14897.82,Retail,Ewallet,23,30,164365,-2798.99,Buruk,-152266.17,N
TEL-000674,SUB3060,2023-09-18 00:00:00.000,Bandung,Jawa Barat,Data,Package_81,9,123.95,0.2,892.44,904.57,Dealer,Cash,63,64,131047,-12.129999999999995,Bagus,-130154.56,N
TEL-000675,SUB2835,2024-03-08 00:00:00.000,Surabaya,Jawa Timur,Data,Package_73,16,443.78,0.75,1775.12,1960.18,Dealer,Ewallet,37,113,82664,-185.06000000000017,Bagus Sekali,-80888.88,N
TEL-000676,SUB2818,2024-12-30 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_23,2,961.32,0.05,1826.51,1311.48,Online,Transfer,97,84,135015,515.03,Bagus Sekali,-133188.49,N
TEL-000677,SUB1618,2024-10-25 00:00:00.000,Bandung,Jawa Barat,Combo,Package_10,6,331.32,0.95,99.4,105.65,Retail,Cash,3,49,186271,-6.25,Bagus,-186171.6,N
TEL-000678,SUB1332,2024-03-26 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_36,19,860.25,0.15,31853.29,37392.73,Dealer,Transfer,63,63,21874,-5539.440000000002,Bagus,9979.29,Y
TEL-000679,Anon,2025-01-24 00:00:00.000,Surabaya,Jawa Timur,Voice,Package_62,10,637.42,0.2,5099.36,4377.11,Retail,Ewallet,98,33,63698,722.25,Buruk,-58598.64,N
TEL-000680,SUB1061,2025-08-14 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_42,9,960.3,0.1,7778.43,5437.75,Dealer,Transfer,115,100,194705,2340.6800000000003,Bagus Sekali,-186926.57,N
TEL-000681,SUB3899,2024-12-23 00:00:00.000,Yogyakarta,DIY,Combo,Package_38,14,547.48,0.0,7664.72,6767.57,Retail,Cash,33,72,99883,897.1500000000005,Bagus,-92218.28,N
TEL-000682,SUB3149,2025-12-25 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_99,4,112884.74,0.2,361231.17,348030.66,Retail,Ewallet,50,9,127337,13200.51000000001,Buruk,233894.16999999998,Y
TEL-000683,SUB3025,2025-09-16 00:00:00.000,Yogyakarta,DIY,Voice,Package_88,3,210.76,0.15,537.44,309.14,Dealer,Transfer,9,-10,97116,228.30000000000007,Buruk,-96578.56,N
TEL-000684,SUB4682,2025-03-22 00:00:00.000,Yogyakarta,DIY,Combo,Package_33,13,215.21,0.95,139.89,131.1,Retail,Ewallet,115,100,38940,8.789999999999992,Bagus Sekali,-38800.11,N
TEL-000685,SUB4411,2023-11-11 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_61,7,861.48,0.95,301.52,318.05,Dealer,Ewallet,68,69,154618,-16.53000000000003,Bagus,-154316.48,N
TEL-000686,SUB1317,2025-10-09 00:00:00.000,Surabaya,Jawa Timur,Voice,Package_10,14,475.88,0.2,5329.86,5925.83,Dealer,Ewallet,28,53,49731,-595.9700000000003,Bagus,-44401.14,N
TEL-000687,SUB4706,2024-01-30 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_58,2,108.88,0.15,185.1,166.54,Dealer,Cash,118,16,29018,18.560000000000002,Buruk,-28832.9,N
TEL-000688,SUB3786,2025-05-05 00:00:00.000,Yogyakarta,DIY,Voice,Package_61,6,706.93,0.5,2120.79,2236.55,Dealer,Cash,63,55,31009,-115.76000000000022,Bagus,-28888.21,N
TEL-000689,Anon,2024-06-15 00:00:00.000,Bandung,Jawa Barat,Combo,Package_45,7,67.98,0.5,237.93,184.29,Online,Cash,82,33,22965,53.640000000000015,Buruk,-22727.07,N
TEL-000690,SUB3445,2024-01-06 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_99,6,295.21,0.75,442.81,225.57,Dealer,Ewallet,36,-12,36420,217.24,Buruk,-35977.19,N
TEL-000691,SUB2515,2025-08-07 00:00:00.000,Surabaya,Jawa Timur,Data,Package_24,2,507.52,0.95,50.75,38.45,Dealer,Transfer,58,58,152837,12.299999999999997,Bagus,-152786.25,N
TEL-000112,SUB2683,2025-01-25 00:00:00.000,Bandung,Jawa Barat,Voice,Package_26,17,970.22,0.15,10349.17,6858.85,Dealer,Cash,42,114,102883,3490.3199999999997,Bagus Sekali,-92533.83,N
TEL-000693,SUB1955,2025-02-02 00:00:00.000,Bandung,Jawa Barat,Combo,Package_52,10,830.5,0.1,7474.5,4585.47,Dealer,Cash,64,78,162073,2889.0299999999997,Bagus,-154598.5,N
TEL-000694,SUB2553,2024-03-27 00:00:00.000,Surabaya,Jawa Timur,Data,Package_57,6,952.44,0.75,1428.66,1495.87,Online,Ewallet,69,72,103055,-67.20999999999981,Bagus,-101626.34,N
TEL-000695,SUB2427,2025-05-26 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_68,8,782.45,0.5,7248.97,4759.01,Dealer,Cash,27,12,97368,2489.96,Buruk,-90119.03,N
TEL-000696,SUB2891,2025-08-07 00:00:00.000,Bandung,Jawa Barat,Data,Package_38,8,185.45,0.1,1335.24,1413.22,Retail,Transfer,98,37,167831,-77.98000000000002,Buruk,-166495.76,N
TEL-000697,SUB3266,2025-10-08 00:00:00.000,Jakarta,DKI Jakarta,Data,Package_3,20,543.38,0.05,10324.22,8399.77,Dealer,Transfer,60,99,62272,1924.449999999999,Bagus Sekali,-51947.78,N
TEL-000698,SUB4793,2024-06-12 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_4,1,122.75,0.2,98.2,67.73,Dealer,Ewallet,94,61,112985,30.47,Bagus,-112886.8,N
TEL-000699,Anon,2025-05-13 00:00:00.000,Yogyakarta,DIY,Combo,Package_17,4,336.33,0.5,672.66,729.6,Retail,Ewallet,64,25,54432,-56.940000000000055,Buruk,-53759.34,N
TEL-000700,SUB3617,2025-03-04 00:00:00.000,Yogyakarta,DIY,Combo,Package_82,19,692.99,0.75,3291.7,2235.22,Dealer,Cash,48,111,69543,1056.48,Bagus Sekali,-66251.3,N
TEL-000701,SUB4053,2025-07-16 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_69,4,323.24,0.95,64.65,82.22,Retail,Cash,54,59,198641,-17.569999999999993,Bagus,-198576.35,N
TEL-000702,Anon,2025-06-01 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_45,13,77.2,0.15,853.06,531.52,Dealer,Cash,101,109,88805,321.53999999999996,Bagus Sekali,-87951.94,N
TEL-000703,SUB1461,2024-12-11 00:00:00.000,Yogyakarta,DIY,Data,Package_6,11,343.04,0.0,1954.37,1359.27,Retail,Cash,16,71,121744,595.0999999999999,Bagus,-119789.63,N
TEL-000704,SUB1504,2024-10-10 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_26,11,630.27,0.2,5546.38,7003.32,Dealer,Ewallet,113,82,24965,-1456.9399999999996,Bagus Sekali,-19418.62,N
TEL-000705,SUB2996,2025-02-20 00:00:00.000,Yogyakarta,DIY,Combo,Package_3,15,123237.1,0.5,924278.25,921261.48,Dealer,Ewallet,107,116,99434,3016.7700000000186,Bagus Sekali,824844.25,Y
TEL-000706,SUB2167,2023-11-29 00:00:00.000,Bandung,Jawa Barat,Combo,Package_88,11,264.5,0.15,2473.07,2019.62,Dealer,Cash,118,17,162627,453.4500000000003,Buruk,-160153.93,N
TEL-000707,SUB2606,2024-10-30 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_7,9,447.38,0.95,201.32,169.05,Dealer,Ewallet,58,72,145677,32.26999999999998,Bagus,-145475.68,N
TEL-000708,SUB1032,2025-03-17 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_48,16,634.71,0.05,9647.59,6642.62,Dealer,Transfer,31,1,34962,3004.9700000000003,Buruk,-25314.41,N
TEL-000709,Anon,2025-04-29 00:00:00.000,Bandung,Jawa Barat,Voice,Package_70,2,803.34,0.2,1285.34,701.58,Retail,Transfer,75,7,79026,583.7599999999999,Buruk,-77740.66,N
TEL-000710,SUB4577,2025-01-03 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_36,19,988.7,0.95,939.27,771.33,Retail,Cash,65,15,56042,167.93999999999994,Buruk,-55102.73,N
TEL-000711,SUB2422,2025-06-23 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_83,15,967.86,0.0,14517.9,9483.0,Retail,Transfer,17,31,149184,5034.9,Buruk,-134666.1,N
TEL-000712,SUB1520,2025-05-02 00:00:00.000,Yogyakarta,DIY,Combo,Package_36,14,190.62,0.2,2134.94,2320.11,Dealer,Transfer,59,-19,148479,-185.17000000000007,Buruk,-146344.06,N
TEL-000713,SUB3215,2023-11-03 00:00:00.000,Surabaya,Jawa Timur,Combo,Package_5,17,957.56,0.1,14650.67,17862.38,Dealer,Ewallet,60,116,74349,-3211.710000000001,Bagus Sekali,-59698.33,N
TEL-000714,Anon,2025-01-12 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_12,1,197.7,0.0,197.7,228.83,Dealer,Transfer,11,26,117315,-31.130000000000024,Buruk,-117117.3,N
TEL-000715,SUB3198,2025-01-21 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_12,9,492.37,0.05,4209.76,4952.35,Online,Cash,85,55,96831,-742.5900000000001,Bagus,-92621.24,N
TEL-000716,SUB3667,2025-09-05 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_92,14,37.51,0.75,131.28,118.92,Dealer,Cash,2,6,99008,12.36,Buruk,-98876.72,N
TEL-000717,SUB4180,2025-06-01 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_41,14,212.4,0.05,2824.92,3632.81,Online,Cash,3,88,192124,-807.8899999999999,Bagus Sekali,-189299.08,N
TEL-000718,SUB2210,2025-06-18 00:00:00.000,Surabaya,Jawa Timur,Data,Package_61,16,548.97,0.2,15020.05,16424.45,Dealer,Transfer,70,96,169862,-1404.4000000000015,Bagus Sekali,-154841.95,N
TEL-000719,SUB1500,2025-04-04 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_24,1,270.51,0.5,45.69,41.15,Retail,Ewallet,14,-9,113354,4.539999999999999,Buruk,-113308.31,N
TEL-000720,SUB2673,2025-03-27 00:00:00.000,Yogyakarta,DIY,Voice,Package_22,3,905.85,0.0,6250.07,7645.63,Retail,Cash,116,-14,124928,-1395.5600000000004,Buruk,-118677.93,N
TEL-000721,SUB4556,2025-08-10 00:00:00.000,Bandung,Jawa Barat,Data,Package_40,7,725.05,0.15,4314.05,5372.15,Retail,Ewallet,52,109,57062,-1058.0999999999995,Bagus Sekali,-52747.95,N
TEL-000722,SUB4761,2025-08-10 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_43,2,47.56,0.0,95.12,48.02,Dealer,Cash,86,65,35762,47.1,Bagus,-35666.88,N
TEL-000723,SUB1503,2025-12-03 00:00:00.000,Bandung,Jawa Barat,Combo,Package_34,7,481.91,0.5,1686.69,2140.79,Dealer,Transfer,99,29,173159,-454.0999999999999,Buruk,-171472.31,N
TEL-000724,SUB1390,2024-11-11 00:00:00.000,Jakarta,DKI Jakarta,Data,Package_34,10,475.7,0.0,4757.0,3860.63,Dealer,Cash,118,109,98488,896.3699999999999,Bagus Sekali,-93731.0,N
TEL-000725,SUB4894,2023-12-13 00:00:00.000,Bandung,Jawa Barat,Combo,Package_91,10,190.7,0.05,1811.65,1970.28,Dealer,Cash,40,-14,100965,-158.62999999999988,Buruk,-99153.35,N
TEL-000726,SUB1936,2025-05-24 00:00:00.000,Jakarta,DKI Jakarta,Data,Package_22,16,827.05,0.0,13232.8,16418.12,Dealer,Transfer,28,47,137507,-3185.3199999999997,Bagus,-124274.2,N
TEL-000727,SUB1369,2025-02-02 00:00:00.000,Bandung,Jawa Barat,Combo,Package_99,8,671.06,0.5,2684.24,3470.4,Dealer,Cash,57,67,36279,-786.1600000000003,Bagus,-33594.76,N
TEL-000728,SUB2199,2025-05-16 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_25,19,279.52,0.1,4779.79,3135.05,Online,Transfer,76,83,77633,1644.7399999999998,Bagus Sekali,-72853.21,N
TEL-000729,SUB4318,2025-06-02 00:00:00.000,Bandung,Jawa Barat,Voice,Package_45,15,30.29,0.0,454.35,455.35,Dealer,Ewallet,34,-4,78645,-1.0,Buruk,-78190.65,N
TEL-000730,SUB4082,2025-01-15 00:00:00.000,Surabaya,Jawa Timur,Combo,Package_10,7,246.71,0.05,1640.62,1312.61,Retail,Transfer,118,-18,34808,328.01,Buruk,-33167.38,N
TEL-000731,SUB3154,2024-10-14 00:00:00.000,Surabaya,Jawa Timur,Voice,Package_4,4,563.88,0.95,112.78,123.45,Dealer,Cash,91,19,186249,-10.670000000000002,Buruk,-186136.22,N
TEL-000732,SUB1785,2025-04-25 00:00:00.000,Yogyakarta,DIY,Combo,Package_80,14,690.15,0.0,9662.1,5908.26,Dealer,Ewallet,60,52,31272,3753.84,Bagus,-21609.9,N
TEL-000733,SUB4297,2024-01-31 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_88,6,947.37,0.0,5684.22,6280.2,Dealer,Cash,99,78,142408,-595.9799999999996,Bagus,-136723.78,N
TEL-000734,SUB1823,2025-06-12 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_43,7,804.47,0.15,4786.6,5437.26,Dealer,Ewallet,8,-13,112991,-650.6599999999999,Buruk,-108204.4,N
TEL-000735,SUB1388,2024-10-11 00:00:00.000,Surabaya,Jawa Timur,Combo,Package_96,3,619.65,0.15,1580.11,1185.98,Dealer,Cash,9,98,52154,394.1299999999999,Bagus Sekali,-50573.89,N
TEL-000736,SUB1148,2024-11-12 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_85,13,748.2,0.1,8753.94,7756.84,Retail,Transfer,45,82,21596,997.1000000000004,Bagus Sekali,-12842.06,N
TEL-000737,SUB1282,2024-12-07 00:00:00.000,Surabaya,Jawa Timur,Data,Package_82,7,270.46,0.2,1514.58,1456.12,Online,Transfer,113,105,57904,58.460000000000036,Bagus Sekali,-56389.42,N
TEL-000738,SUB3397,2025-03-15 00:00:00.000,Bandung,Jawa Barat,Combo,Package_46,8,944.34,0.95,377.74,410.43,Dealer,Ewallet,114,-10,115390,-32.69,Buruk,-115012.26,N
TEL-000739,SUB3046,2024-04-09 00:00:00.000,Surabaya,Jawa Timur,Data,Package_1,11,309.87,0.05,3238.14,3507.46,Retail,Transfer,49,-9,95799,-269.32000000000016,Buruk,-92560.86,N
TEL-000740,SUB3743,2023-09-29 00:00:00.000,Yogyakarta,DIY,Combo,Package_88,6,262.08,0.2,1257.98,1453.73,Dealer,Ewallet,30,70,157688,-195.75,Bagus,-156430.02,N
TEL-000741,SUB3730,2025-12-06 00:00:00.000,Yogyakarta,DIY,Voice,Package_13,4,788.63,0.95,157.73,177.65,Retail,Ewallet,25,-12,178643,-19.920000000000016,Buruk,-178485.27,N
TEL-000742,SUB3500,2025-01-23 00:00:00.000,Surabaya,Jawa Timur,Voice,Package_70,17,129.79,0.15,1875.47,1868.86,Dealer,Cash,10,110,125343,6.610000000000127,Bagus Sekali,-123467.53,N
TEL-000743,SUB4813,2023-11-05 00:00:00.000,Yogyakarta,DIY,Combo,Package_9,19,227.27,0.15,3670.41,2845.48,Retail,Ewallet,34,52,138825,824.9299999999998,Bagus,-135154.59,N
TEL-000744,SUB1575,2024-11-23 00:00:00.000,Surabaya,Jawa Timur,Combo,Package_68,9,781.91,0.2,10817.49,12491.29,Retail,Transfer,83,89,161803,-1673.800000000001,Bagus Sekali,-150985.51,N
TEL-000745,SUB1136,2025-12-14 00:00:00.000,Surabaya,Jawa Timur,Voice,Package_22,2,637.67,0.05,1211.57,1490.69,Online,Ewallet,41,66,31138,-279.1200000000001,Bagus,-29926.43,N
TEL-000746,SUB4353,2024-05-17 00:00:00.000,Jakarta,DKI Jakarta,Data,Package_78,3,611.22,0.15,1558.61,1003.05,Dealer,Ewallet,3,41,98773,555.56,Bagus,-97214.39,N
TEL-000747,SUB2268,2025-01-09 00:00:00.000,Jakarta,DKI Jakarta,Data,Package_13,13,748.54,0.5,7159.24,4784.83,Dealer,Cash,33,53,125806,2374.41,Bagus,-118646.76,N
